zip,city,state,county,latitude,longitude
92240,Desert Hot Sprin,CA,Riverside,33.951540,-116.520104
92241,Desert Hot Sprin,CA,Riverside,33.835639,-116.292771
92242,Big River,CA,San Bernardino,34.163216,-114.319121
92243,El Centro,CA,Imperial,32.770275,-115.598602
92249,Heber,CA,Imperial,32.725546,-115.472615
92250,Holtville,CA,Imperial,32.811001,-115.152865
92251,Imperial,CA,Imperial,32.881449,-115.675459
92252,Joshua Tree,CA,San Bernardino,34.168333,-116.288431
92253,La Quinta,CA,Riverside,33.641767,-116.273943
92254,Mecca,CA,Riverside,33.543835,-115.993906
92256,Morongo Valley,CA,San Bernardino,34.077059,-116.606626
92257,Niland,CA,Imperial,33.299478,-115.293842
92258,North Palm Sprin,CA,Riverside,33.915839,-116.559873
92259,Ocotillo,CA,Imperial,32.737701,-115.932182
92260,Palm City,CA,Riverside,33.708076,-116.403644
92262,Palm Springs,CA,Riverside,33.860925,-116.566176
92264,Palm Springs,CA,Riverside,33.708590,-116.497620
92266,Palo Verde,CA,Imperial,33.344936,-114.930437
92267,Parker Dam,CA,San Bernardino,34.273755,-114.196525
92268,Pioneertown,CA,San Bernardino,34.222079,-116.564222
92270,Rancho Mirage,CA,Riverside,33.768611,-116.429973
92273,Seeley,CA,Imperial,32.817225,-115.700076
92274,Salton City,CA,Riverside,33.460512,-116.084589
92275,Salton City,CA,Imperial,33.292095,-115.844166
92276,Thousand Palms,CA,Riverside,33.822330,-116.364238
92277,Twentynine Palms,CA,San Bernardino,34.141356,-115.621176
92278,Twentynine Palms,CA,San Bernardino,34.229973,-116.055053
92280,Vidal,CA,San Bernardino,34.112955,-114.633391
92281,Westmorland,CA,Imperial,33.051757,-115.608751
92282,White Water,CA,Riverside,33.979630,-116.683221
92283,Felicity,CA,Imperial,32.891548,-114.772944
92284,Yucca Valley,CA,San Bernardino,34.185894,-116.432416
92285,Landers,CA,San Bernardino,34.340222,-116.540435
92301,Adelanto,CA,San Bernardino,34.585234,-117.453724
92304,Amboy,CA,San Bernardino,34.541483,-115.644609
92305,Angelus Oaks,CA,San Bernardino,34.141671,-116.817981
92307,Apple Valley,CA,San Bernardino,34.571446,-117.133076
92308,Apple Valley,CA,San Bernardino,34.425262,-117.161732
92309,Baker,CA,San Bernardino,35.332155,-116.038586
92310,Fort Irwin,CA,San Bernardino,35.261739,-116.690639
92311,Barstow,CA,San Bernardino,34.980294,-116.964449
92313,Zcta 92313,CA,San Bernardino,34.031011,-117.312929
92314,Big Bear City,CA,San Bernardino,34.261092,-116.809496
92315,Big Bear Lake,CA,San Bernardino,34.233757,-116.903843
92316,Bloomington,CA,San Bernardino,34.059722,-117.391040
92317,Blue Jay,CA,San Bernardino,34.211175,-117.079624
92318,Bryn Mawr,CA,San Bernardino,34.839964,-115.967051
92320,Calimesa,CA,Riverside,33.990365,-117.052249
92321,Cedar Glen,CA,San Bernardino,34.253816,-117.150891
92323,Cima,CA,San Bernardino,34.839964,-115.967051
92324,Grand Terrace,CA,San Bernardino,34.024368,-117.289351
92325,Crestline,CA,San Bernardino,34.243482,-117.281304
92327,Daggett,CA,San Bernardino,34.863585,-116.862059
92328,Death Valley,CA,Inyo,36.597878,-116.827387
92332,Essex,CA,San Bernardino,34.912426,-115.342092
92333,Fawnskin,CA,San Bernardino,34.270608,-116.949312
92335,Fontana,CA,San Bernardino,34.085957,-117.465136
92336,Fontana,CA,San Bernardino,34.147718,-117.464506
92337,Fontana,CA,San Bernardino,34.049810,-117.470612
92338,Ludlow,CA,San Bernardino,34.782699,-116.190564
92339,Forest Falls,CA,San Bernardino,34.093661,-116.936222
92341,Green Valley Lak,CA,San Bernardino,34.236643,-117.062838
92342,Helendale,CA,San Bernardino,34.757047,-117.350142
92345,Hesperia,CA,San Bernardino,34.374627,-117.300435
92346,East Highland,CA,San Bernardino,34.127380,-117.183148
92347,Hinkley,CA,San Bernardino,34.957406,-117.219606
92352,Lake Arrowhead,CA,San Bernardino,34.259971,-117.199381
92354,Loma Linda,CA,San Bernardino,34.051177,-117.248563
92356,Lucerne Valley,CA,San Bernardino,34.510646,-116.896718
92358,Lytle Creek,CA,San Bernardino,34.259272,-117.520971
92359,Mentone,CA,San Bernardino,34.083016,-117.073317
92363,Needles,CA,San Bernardino,34.894366,-114.640335
92364,Nipton,CA,San Bernardino,35.340420,-115.426224
92365,Newberry Springs,CA,San Bernardino,34.900018,-116.655003
92368,Oro Grande,CA,San Bernardino,34.649186,-117.320224
92371,Phelan,CA,San Bernardino,34.442625,-117.541815
92372,Pinon Hills,CA,San Bernardino,34.447894,-117.623946
92373,Redlands,CA,San Bernardino,34.011935,-117.159696
92374,Redlands,CA,San Bernardino,34.067213,-117.172000
92376,Rialto,CA,San Bernardino,34.111606,-117.377406
92377,Rialto,CA,San Bernardino,34.157868,-117.406066
92382,Arrowbear Lake,CA,San Bernardino,34.205286,-117.117403
92384,Shoshone,CA,Inyo,36.007706,-116.178478
92386,Sugarloaf,CA,San Bernardino,34.237229,-116.827695
92389,Tecopa,CA,Inyo,35.901353,-116.186370
92392,Spring Valley La,CA,San Bernardino,34.480247,-117.408186
92394,George Afb,CA,San Bernardino,34.556111,-117.353632
92397,Wrightwood,CA,San Bernardino,34.374009,-117.628429
92398,Yermo,CA,San Bernardino,34.910795,-116.849376
92399,Yucaipa,CA,San Bernardino,34.032283,-117.010508
92401,San Bernardino,CA,San Bernardino,34.104794,-117.292150
92404,San Bernardino,CA,San Bernardino,34.183506,-117.221583
92405,Muscoy,CA,San Bernardino,34.144630,-117.301301
92407,San Bernardino,CA,San Bernardino,34.212216,-117.381097
92408,San Bernardino,CA,San Bernardino,34.083458,-117.270016
92410,San Bernardino,CA,San Bernardino,34.106922,-117.297553
92411,San Bernardino,CA,San Bernardino,34.122501,-117.320138
92501,Riverside,CA,Riverside,33.995040,-117.373184
92503,Riverside,CA,Riverside,33.882579,-117.442303
92504,Riverside,CA,Riverside,33.903134,-117.398044
92505,Riverside,CA,Riverside,33.936193,-117.493881
92506,Riverside,CA,Riverside,33.934335,-117.367319
92507,Riverside,CA,Riverside,33.970847,-117.325120
92508,Riverside,CA,Riverside,33.891132,-117.326750
92509,Rubidoux,CA,Riverside,34.003028,-117.442161
92518,March Air Force,CA,Riverside,33.889103,-117.278368
92530,Lake Elsinore,CA,Riverside,33.650799,-117.372457
92532,Lake Elsinore,CA,Riverside,33.692675,-117.302951
92536,Aguanga,CA,Riverside,33.492391,-116.837956
92539,Anza,CA,Riverside,33.527867,-116.647620
92543,Hemet,CA,Riverside,33.667301,-116.963505
92544,Hemet,CA,Riverside,33.646625,-116.882748
92545,Hemet,CA,Riverside,33.729853,-117.034060
92548,Homeland,CA,Riverside,33.758663,-117.109484
92549,Idyllwild,CA,Riverside,33.768565,-116.753505
92551,Zcta 92551,CA,Riverside,33.882739,-117.224878
92553,Moreno Valley,CA,Riverside,33.923386,-117.244825
92555,Moreno Valley,CA,Riverside,33.890645,-117.112789
92557,Moreno Valley,CA,Riverside,33.972160,-117.258448
92561,Mountain Center,CA,Riverside,33.637201,-116.627212
92562,Murrieta,CA,Riverside,33.548299,-117.344739
92563,Murrieta,CA,Riverside,33.581046,-117.147190
92567,Lakeview,CA,Riverside,33.810743,-117.105415
92570,Mead Valley,CA,Riverside,33.787292,-117.320673
92571,Perris,CA,Riverside,33.829310,-117.205481
92582,San Jacinto,CA,Riverside,33.806708,-117.020070
92583,Gilman Hot Sprin,CA,Riverside,33.797359,-116.934097
92584,Menifee,CA,Riverside,33.658591,-117.173618
92585,Romoland,CA,Riverside,33.746707,-117.172142
92586,Sun City,CA,Riverside,33.708976,-117.198846
92587,Canyon Lake,CA,Riverside,33.692805,-117.250024
92590,Temecula,CA,Riverside,33.480536,-117.227005
92591,Temecula,CA,Riverside,33.535276,-117.104784
92592,Temecula,CA,Riverside,33.511218,-117.042389
92595,Wildomar,CA,Riverside,33.617845,-117.259304
92596,Winchester,CA,Riverside,33.665531,-117.050378
92602,Zcta 92602,CA,Orange,33.757245,-117.750414
92604,Zcta 92604,CA,Orange,33.688584,-117.788058
92606,Zcta 92606,CA,Orange,33.701704,-117.815900
92610,Foothill Ranch,CA,Orange,33.696122,-117.675940
92612,Zcta 92612,CA,Orange,33.658440,-117.826009
92614,Zcta 92614,CA,Orange,33.680302,-117.833296
92618,Zcta 92618,CA,Orange,33.667145,-117.732135
92620,Zcta 92620,CA,Orange,33.712629,-117.751372
92624,Capistrano Beach,CA,Orange,33.451469,-117.659056
92625,Corona Del Mar,CA,Orange,33.601966,-117.864254
92626,Costa Mesa,CA,Orange,33.678399,-117.911715
92627,Costa Mesa,CA,Orange,33.647764,-117.919761
92629,Monarch Bay,CA,Orange,33.475120,-117.705675
92630,Lake Forest,CA,Orange,33.645736,-117.685503
92646,Huntington Beach,CA,Orange,33.662050,-117.968459
92647,Huntington Beach,CA,Orange,33.723228,-118.008692
92648,Huntington Beach,CA,Orange,33.679010,-118.014603
92649,Huntington Beach,CA,Orange,33.725240,-118.051579
92651,Laguna Niguel,CA,Orange,33.570925,-117.773037
92653,Laguna Hills,CA,Orange,33.591304,-117.697512
92655,Midway City,CA,Orange,33.745101,-117.984872
92656,Aliso Viejo,CA,Orange,33.576205,-117.730364
92657,Newport Beach,CA,Orange,33.595088,-117.829038
92660,Newport Beach,CA,Orange,33.634626,-117.874882
92661,Newport Beach,CA,Orange,33.601984,-117.913001
92662,Newport Beach,CA,Orange,33.605086,-117.892319
92663,Newport Beach,CA,Orange,33.623208,-117.933903
92672,San Clemente,CA,Orange,33.423620,-117.606843
92673,San Clemente,CA,Orange,33.467372,-117.613509
92675,Mission Viejo,CA,Orange,33.501773,-117.608674
92676,Silverado,CA,Orange,33.752513,-117.612607
92677,Laguna Niguel,CA,Orange,33.529047,-117.701175
92679,Coto De Caza,CA,Orange,33.606695,-117.604360
92683,Westminster,CA,Orange,33.752450,-117.993904
92688,Rancho Santa Mar,CA,Orange,33.619672,-117.612087
92691,Mission Viejo,CA,Orange,33.611945,-117.665867
92692,Mission Viejo,CA,Orange,33.606496,-117.643112
92694,Zcta 92694,CA,Orange,33.547236,-117.623760
92701,Santa Ana,CA,Orange,33.748220,-117.858473
92703,Santa Ana,CA,Orange,33.747615,-117.906761
92704,Santa Ana,CA,Orange,33.721131,-117.905110
92705,Cowan Heights,CA,Orange,33.765639,-117.790075
92706,Santa Ana,CA,Orange,33.765301,-117.881976
92707,Santa Ana Height,CA,Orange,33.709935,-117.870431
92708,Fountain Valley,CA,Orange,33.710582,-117.951129
92780,Zcta 92780,CA,Orange,33.734010,-117.819157
92782,Zcta 92782,CA,Orange,33.739689,-117.784710
92801,Anaheim,CA,Orange,33.844983,-117.952151
92802,Anaheim,CA,Orange,33.808271,-117.923655
92804,Anaheim,CA,Orange,33.818251,-117.974997
92805,Anaheim,CA,Orange,33.830209,-117.906109
92806,Anaheim,CA,Orange,33.837961,-117.870495
92807,Anaheim,CA,Orange,33.848733,-117.788357
92808,Anaheim,CA,Orange,33.856495,-117.740210
92821,Anaheim,CA,Orange,33.927561,-117.887086
92823,Anaheim,CA,Orange,33.928202,-117.809353
92831,Zcta 92831,CA,Orange,33.879767,-117.896340
92832,Zcta 92832,CA,Orange,33.868649,-117.929055
92833,Zcta 92833,CA,Orange,33.879309,-117.961743
92835,Zcta 92835,CA,Orange,33.901886,-117.916639
92840,Zcta 92840,CA,Orange,33.787165,-117.931889
92841,Zcta 92841,CA,Orange,33.786846,-117.982020
92843,Zcta 92843,CA,Orange,33.763928,-117.931380
92844,Zcta 92844,CA,Orange,33.765480,-117.969509
92845,Zcta 92845,CA,Orange,33.783064,-118.026268
92860,Zcta 92860,CA,Riverside,33.925519,-117.551958
92861,Zcta 92861,CA,Orange,33.817660,-117.810013
92865,Zcta 92865,CA,Orange,33.827031,-117.851196
92866,Zcta 92866,CA,Orange,33.784615,-117.844774
92867,Zcta 92867,CA,Orange,33.800980,-117.843772
92868,Zcta 92868,CA,Orange,33.788145,-117.876550
92869,Zcta 92869,CA,Orange,33.808485,-117.791041
92870,Zcta 92870,CA,Orange,33.881158,-117.854783
92879,Zcta 92879,CA,Riverside,33.882879,-117.526900
92880,Zcta 92880,CA,Riverside,33.918042,-117.617809
92881,Zcta 92881,CA,Riverside,33.827409,-117.524091
92882,Zcta 92882,CA,Riverside,33.840451,-117.601961
92883,Zcta 92883,CA,Riverside,33.752748,-117.474266
92886,Zcta 92886,CA,Orange,33.896339,-117.796416
92887,Zcta 92887,CA,Orange,33.885514,-117.730164
93001,San Buenaventura,CA,Ventura,34.037342,-119.800790
93003,San Buenaventura,CA,Ventura,34.283668,-119.223196
93004,San Buenaventura,CA,Ventura,34.278679,-119.165615
93010,Camarillo,CA,Ventura,34.227855,-119.079869
93012,Camarillo,CA,Ventura,34.198821,-118.988163
93013,Carpinteria,CA,Santa Barbara,34.441398,-119.513163
93015,Bardsdale,CA,Ventura,34.404104,-118.897775
93021,Moorpark,CA,Ventura,34.297029,-118.898546
93022,Oak View,CA,Ventura,34.407780,-119.306554
93023,Ojai,CA,Ventura,34.530200,-119.310134
93030,Oxnard,CA,Ventura,34.205247,-119.174092
93033,Oxnard,CA,Ventura,34.150213,-119.127729
93035,Oxnard,CA,Ventura,34.181971,-119.224985
93040,Piru,CA,Ventura,34.473883,-118.797181
93041,Port Hueneme,CA,Ventura,34.106896,-119.099535
93060,Santa Paula,CA,Ventura,34.402343,-119.094825
93063,Santa Susana,CA,Ventura,34.308730,-118.687222
93065,Simi Valley,CA,Ventura,34.258272,-118.774661
93066,Somis,CA,Ventura,34.297628,-119.014627
93067,Summerland,CA,Santa Barbara,34.421964,-119.593483
93101,Santa Barbara,CA,Santa Barbara,34.418979,-119.709166
93103,Santa Barbara,CA,Santa Barbara,34.438786,-119.678826
93105,Santa Barbara,CA,Santa Barbara,34.534881,-119.797628
93108,Montecito,CA,Santa Barbara,34.448024,-119.616984
93109,Santa Barbara,CA,Santa Barbara,34.406256,-119.726936
93110,Santa Barbara,CA,Santa Barbara,34.449656,-119.761971
93111,Santa Barbara,CA,Santa Barbara,34.448902,-119.804023
93117,Goleta,CA,Santa Barbara,34.479077,-120.083674
93201,Alpaugh,CA,Tulare,35.862574,-119.510940
93202,Armona,CA,Kings,36.313344,-119.708452
93203,Arvin,CA,Kern,35.112617,-118.832292
93204,Avenal,CA,Kings,35.889811,-120.068590
93205,Bodfish,CA,Kern,35.518295,-118.430032
93206,Buttonwillow,CA,Kern,35.437302,-119.477735
93207,California Hot S,CA,Tulare,35.889831,-118.630592
93208,Camp Nelson,CA,Tulare,36.056587,-118.568462
93210,Coalinga,CA,Fresno,36.216313,-120.424244
93212,Corcoran,CA,Kings,36.042150,-119.527700
93215,Delano,CA,Kern,35.779507,-119.200825
93216,Delano,CA,Kern,35.294405,-118.905173
93218,Ducor,CA,Tulare,35.860883,-119.036140
93219,Earlimart,CA,Tulare,35.873666,-119.281551
93221,Exeter,CA,Tulare,36.295014,-119.026031
93222,Frazier Park,CA,Kern,34.842272,-119.203680
93223,Farmersville,CA,Tulare,36.304539,-119.204896
93224,Fellows,CA,Kern,35.228198,-119.569304
93225,Frazier Park,CA,Kern,34.768537,-119.030293
93226,Glennville,CA,Kern,35.735694,-118.738483
93230,Hanford,CA,Kings,36.292230,-119.622676
93234,Huron,CA,Fresno,36.191269,-120.090097
93235,Ivanhoe,CA,Tulare,36.389827,-119.219896
93238,Kernville,CA,Kern,35.729097,-118.391705
93239,Kettleman City,CA,Kings,36.047190,-119.990217
93240,Mountain Mesa,CA,Kern,35.617518,-118.451991
93241,Lamont,CA,Kern,35.254701,-118.912678
93242,Laton,CA,Fresno,36.442073,-119.727723
93243,Gorman,CA,Kern,34.772700,-118.791975
93244,Lemoncove,CA,Tulare,36.462671,-118.997291
93245,Lemoore Naval Ai,CA,Kings,36.292270,-119.829463
93247,Lindsay,CA,Tulare,36.206269,-119.071075
93249,Lost Hills,CA,Kern,35.619272,-119.888622
93250,Mc Farland,CA,Kern,35.665082,-119.197958
93251,Mc Kittrick,CA,Kern,35.335636,-119.758248
93252,Maricopa,CA,Kern,34.709947,-119.243479
93254,New Cuyama,CA,Santa Barbara,34.966833,-119.810428
93255,Onyx,CA,Kern,35.676978,-118.101378
93256,Pixley,CA,Tulare,35.960636,-119.312992
93257,Porterville,CA,Tulare,35.988087,-118.860221
93260,Posey,CA,Tulare,35.817247,-118.669124
93261,Richgrove,CA,Tulare,35.808535,-119.128083
93262,Giant Forest,CA,Tulare,36.615495,-118.697481
93263,Shafter,CA,Kern,35.492805,-119.286862
93265,Springville,CA,Tulare,36.245927,-118.693138
93266,Stratford,CA,Kings,36.145393,-119.867288
93267,Strathmore,CA,Tulare,36.151180,-119.049222
93268,Taft,CA,Kern,35.162393,-119.425116
93270,Terra Bella,CA,Tulare,35.952426,-119.072843
93271,Three Rivers,CA,Tulare,36.469541,-118.800833
93272,Tipton,CA,Tulare,36.047414,-119.344304
93274,Tulare,CA,Tulare,36.178091,-119.370752
93276,Tupman,CA,Kern,35.299176,-119.358368
93277,Visalia,CA,Tulare,36.303793,-119.375646
93280,Pond,CA,Kern,35.652242,-119.446400
93282,Waukena,CA,Tulare,36.129557,-119.516076
93283,Weldon,CA,Kern,35.592029,-118.297851
93285,Wofford Heights,CA,Kern,35.715239,-118.507202
93286,Woodlake,CA,Tulare,36.464635,-119.094348
93287,Woody,CA,Kern,35.757886,-118.988161
93291,Visalia,CA,Tulare,36.391777,-119.372842
93292,Visalia,CA,Tulare,36.375590,-119.211689
93301,Bakersfield,CA,Kern,35.384337,-119.020562
93304,Bakersfield,CA,Kern,35.339702,-119.023451
93305,College Heights,CA,Kern,35.389749,-118.985186
93306,Bakersfield,CA,Kern,35.468183,-118.779649
93307,Bakersfield,CA,Kern,35.245120,-118.941100
93308,Bakersfield,CA,Kern,35.621087,-118.789677
93309,Bakersfield,CA,Kern,35.342891,-119.064802
93311,Bakersfield,CA,Kern,35.192404,-119.175866
93312,Greenacres,CA,Kern,35.393478,-119.120460
93313,Bakersfield,CA,Kern,35.163190,-119.046322
93401,San Luis Obispo,CA,San Luis Obispo,35.235750,-120.615973
93402,Los Osos,CA,San Luis Obispo,35.295232,-120.835464
93405,San Luis Obispo,CA,San Luis Obispo,35.296964,-120.733137
93420,Halcyon,CA,San Luis Obispo,35.176005,-120.476742
93422,Atascadero,CA,San Luis Obispo,35.463837,-120.693236
93424,Avila Beach,CA,San Luis Obispo,35.185922,-120.731954
93426,Bradley,CA,Monterey,35.848621,-120.938911
93427,Buellton,CA,Santa Barbara,34.610436,-120.219523
93428,Cambria,CA,San Luis Obispo,35.584973,-121.041500
93429,Casmalia,CA,Santa Barbara,34.866032,-120.536546
93430,Cayucos,CA,San Luis Obispo,35.484971,-120.944413
93432,Creston,CA,San Luis Obispo,35.481240,-120.477579
93433,Grover Beach,CA,San Luis Obispo,35.120888,-120.619664
93434,Guadalupe,CA,Santa Barbara,34.919206,-120.605130
93435,Harmony,CA,San Luis Obispo,35.491888,-120.976259
93436,Lompoc,CA,Santa Barbara,34.601055,-120.382917
93437,Lompoc,CA,Santa Barbara,34.737964,-120.543739
93440,Los Alamos,CA,Santa Barbara,34.712216,-120.230146
93441,Los Olivos,CA,Santa Barbara,34.788159,-119.989127
93442,Morro Bay,CA,San Luis Obispo,35.401939,-120.799356
93444,Nipomo,CA,San Luis Obispo,35.037198,-120.504593
93445,Oceano,CA,San Luis Obispo,35.044405,-120.620201
93446,Adelaide,CA,San Luis Obispo,35.663575,-120.729679
93447,Paso Robles,CA,San Luis Obispo,35.756240,-120.693505
93449,Shell Beach,CA,San Luis Obispo,35.165673,-120.655845
93450,San Ardo,CA,Monterey,36.085435,-120.818725
93451,Parkfield,CA,San Luis Obispo,35.886767,-120.608661
93452,San Simeon,CA,San Luis Obispo,35.746485,-121.223355
93453,California Valle,CA,San Luis Obispo,35.303926,-120.256568
93454,Santa Maria,CA,Santa Barbara,34.943523,-120.256729
93455,Orcutt,CA,Santa Barbara,34.831792,-120.433509
93458,Zcta 93458,CA,Santa Barbara,34.959339,-120.490081
93460,Santa Ynez,CA,Santa Barbara,34.653256,-120.007238
93461,Shandon,CA,San Luis Obispo,35.652911,-120.266428
93463,Ballard,CA,Santa Barbara,34.624399,-120.137874
93465,Templeton,CA,San Luis Obispo,35.538809,-120.739893
93501,Mojave,CA,Kern,35.067111,-118.184941
93505,California City,CA,Kern,35.163740,-117.886527
93510,Acton,CA,Los Angeles,34.461090,-118.220854
93512,Benton,CA,Mono,37.892565,-118.555074
93513,Big Pine,CA,Inyo,37.131989,-118.155880
93514,Toms Place,CA,Inyo,37.491769,-118.389367
93516,Boron,CA,Kern,35.002282,-117.629941
93517,Bridgeport,CA,Mono,38.278853,-119.380803
93518,Havilah,CA,Kern,35.383054,-118.467651
93522,Darwin,CA,Inyo,36.316188,-117.591286
93523,North Edwards,CA,Kern,34.960825,-117.835384
93526,Independence,CA,Inyo,36.823847,-118.281259
93527,Pearsonville,CA,Kern,36.119934,-118.176768
93528,Johannesburg,CA,Kern,35.371604,-117.643321
93529,June Lake,CA,Mono,37.815506,-119.095647
93530,Keeler,CA,Inyo,36.475830,-117.860116
93531,Keene,CA,Kern,35.221906,-118.582566
93532,Elizabeth Lake,CA,Los Angeles,34.689848,-118.533689
93534,Lancaster,CA,Los Angeles,34.713292,-118.152919
93535,Hi Vista,CA,Los Angeles,34.713656,-117.864660
93536,Quartz Hill,CA,Los Angeles,34.747390,-118.369248
93541,Lee Vining,CA,Mono,37.988074,-119.114386
93543,Juniper Hills,CA,Los Angeles,34.481108,-117.982006
93544,Crystalaire,CA,Los Angeles,34.495537,-117.756645
93545,Lone Pine,CA,Inyo,36.556387,-118.054221
93546,Crowley Lake,CA,Mono,37.548771,-118.839880
93549,Cartago,CA,Inyo,36.211640,-117.947995
93550,Lake Los Angeles,CA,Los Angeles,34.408383,-118.123597
93551,Leona Valley,CA,Los Angeles,34.604110,-118.239005
93552,Palmdale,CA,Los Angeles,34.570867,-118.023744
93553,Juniper Hills,CA,Los Angeles,34.407313,-117.911824
93554,Randsburg,CA,Kern,35.413944,-117.764333
93555,China Lake Nwc,CA,Kern,35.606509,-117.683472
93560,Willow Springs,CA,Kern,34.866894,-118.339832
93561,Bear Valley Spri,CA,Kern,35.118772,-118.493811
93562,Argus,CA,San Bernardino,35.748370,-117.384948
93563,Valyermo,CA,Los Angeles,34.402521,-117.766065
93591,Lake Los Angeles,CA,Los Angeles,34.594397,-117.813682
93601,Ahwahnee,CA,Madera,37.393471,-119.741037
93602,Auberry,CA,Fresno,37.028835,-119.316654
93603,Badger,CA,Tulare,36.622507,-118.957187
93604,Bass Lake,CA,Madera,37.349584,-119.425782
93605,Big Creek,CA,Fresno,37.203158,-119.249243
93606,Biola,CA,Fresno,36.803208,-120.018550
93608,Cantua Creek,CA,Fresno,36.493861,-120.361622
93609,Caruthers,CA,Fresno,36.526601,-119.864081
93610,Chowchilla,CA,Madera,37.098303,-120.281214
93611,Clovis,CA,Fresno,36.825296,-119.680190
93612,Clovis,CA,Fresno,36.814863,-119.710595
93614,Coarsegold,CA,Madera,37.210039,-119.749852
93615,Cutler,CA,Tulare,36.503323,-119.286328
93616,Del Rey,CA,Fresno,36.655353,-119.593861
93618,Dinuba,CA,Tulare,36.521012,-119.389446
93620,Dos Palos,CA,Merced,37.018947,-120.626723
93621,Dunlap,CA,Fresno,36.789242,-119.140384
93622,Firebaugh,CA,Fresno,36.814503,-120.575240
93623,Fish Camp,CA,Mariposa,37.494819,-119.644344
93624,Five Points,CA,Fresno,36.378434,-120.116591
93625,Fowler,CA,Fresno,36.624538,-119.671874
93626,Friant,CA,Fresno,37.046782,-119.687200
93627,Helm,CA,Fresno,36.474404,-120.061497
93628,Hume,CA,Fresno,36.779832,-118.938691
93630,Kerman,CA,Fresno,36.727418,-120.123526
93631,Kingsburg,CA,Fresno,36.478239,-119.521370
93634,Lakeshore,CA,Fresno,37.223000,-119.001021
